,id,preferredName,firstName,lastName,affiliation,coAuthors,articleCount,trends,bioParagraphs,publicTopic,terms,photoUrl
40,37086171318,Carmine Vassallo,Carmine,Vassallo,University of Zurich,"[37540945900, 37085434458, 37086942675, 37266441700, 37295795900, 38252643400, 37680168800, 37680168600, 37085799134, 37323773100, 37085385349, 37297624200, 37086044789, 37087406751]",8,"[{'year': '2016', 'numRecords': 1}, {'year': '2017', 'numRecords': 1}, {'year': '2018', 'numRecords': 4}, {'year': '2019', 'numRecords': 2}]",,"software quality,Java,program diagnostics,public domain software,software maintenance,continuous improvement,financial data processing,program debugging,program testing,project management,software development management,software engineering,software metrics,software prototyping,source coding,quality assurance,source code (software),","[{'term': 'software quality', 'numRecords': 1}, {'term': 'Java', 'numRecords': 2}, {'term': 'program diagnostics', 'numRecords': 2}, {'term': 'public domain software', 'numRecords': 2}, {'term': 'software maintenance', 'numRecords': 1}, {'term': 'continuous improvement', 'numRecords': 1}, {'term': 'financial data processing', 'numRecords': 1}, {'term': 'program debugging', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}, {'term': 'project management', 'numRecords': 1}, {'term': 'software development management', 'numRecords': 1}, {'term': 'software engineering', 'numRecords': 1}, {'term': 'software metrics', 'numRecords': 1}, {'term': 'software prototyping', 'numRecords': 1}, {'term': 'source coding', 'numRecords': 1}, {'term': 'quality assurance', 'numRecords': 1}, {'term': 'source code (software)', 'numRecords': 1}]",
41,37086876228,Eric Hennenfent,Eric,Hennenfent,Trail of Bits,"[37578747300, 37086117446, 37087232148, 37086359353, 37085796004, 37072473300, 37265320100, 37086432994, 37087233757, 37086071861, 37087230659, 37086876199, 37086876586]",2,"[{'year': '2019', 'numRecords': 2}]",['Eric Hennenfent is a software engineer at Trail of Bits. Hennenfent received a B.S. in electrical and computer engineering from the University of Illinois at Urbana–Champaign. His research focuses on low-level systems security. Contact him at hennenf2@illinois.edu.'],"Internet of Things,application program interfaces,cryptography,distributed databases,program testing,security of data,speech recognition,","[{'term': 'Internet of Things', 'numRecords': 1}, {'term': 'application program interfaces', 'numRecords': 1}, {'term': 'cryptography', 'numRecords': 1}, {'term': 'distributed databases', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}, {'term': 'security of data', 'numRecords': 1}, {'term': 'speech recognition', 'numRecords': 1}]",
42,37086955367,Biyun Zhu,Biyun,Zhu,"State Key Laboratory of Computer Science, Institute of Software Chinese Academy of Sciences; University of Chinese Academy of Sciences","[37087231512, 37306509600, 37087233347, 37086961859, 37087234357, 37087232101, 37086958809]",2,"[{'year': '2019', 'numRecords': 2}]",,"concurrency control,file servers,multi-threading,program diagnostics,program testing,scheduling,security of data,","[{'term': 'concurrency control', 'numRecords': 2}, {'term': 'file servers', 'numRecords': 1}, {'term': 'multi-threading', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}, {'term': 'scheduling', 'numRecords': 1}, {'term': 'security of data', 'numRecords': 1}]",
43,37085464508,Zhenyu Chen,Zhenyu,Chen,Nanjing University,"[37403972200, 38252456000, 37087235110, 37085831034, 37085831030, 37085536205, 37085610142, 37087231343, 37406902100, 37086024333, 37085453524, 37087235569, 38139823600, 37086446055, 37085649857, 37086031452, 37086131381, 37085464248, 37086800214, 37086953041, 37086950248, 37086664954, 37085464406, 37086798379, 37085665249, 37533293800, 37087232542, 37276983200, 37530668300, 37087232587, 37087233372, 37087231207, 37086954069, 37086386512, 37087232747, 37085672386]",10,"[{'year': '2014', 'numRecords': 1}, {'year': '2016', 'numRecords': 4}, {'year': '2018', 'numRecords': 1}, {'year': '2019', 'numRecords': 4}]","[""Zhenyu Chen received the bachelor's and PhD degrees in\n mathematics from Nanjing University. He is currently an associate professor at Software Institute, Nanjing University.\n He was a postdoctoral researcher at the School of Computer Science and Engineering, Southeast University, China. His\n research interests focus on software analysis and testing. He has about 70 publications at major venues including \nTOSEM, TSE, JSS, SQJ, IJSEKE, FSE,\n ISSTA, ICST, QSIC, etc. He has served as a PC co-chair of QSIC 2013, AST2013, IWPD2012, and the program committee\n member of many international conferences. He has won research funding from several competitive sources such as NSFC.\n He is a member of the IEEE.""]","program debugging,program testing,learning (artificial intelligence),mobile computing,software engineering,Android (operating system),algebra,authoring languages,computer aided instruction,computer science education,computer vision,contracts,data visualisation,educational courses,image classification,image matching,image recognition,natural language processing,neural nets,optimisation,pattern classification,program diagnostics,software fault tolerance,software quality,synchronisation,","[{'term': 'program debugging', 'numRecords': 3}, {'term': 'program testing', 'numRecords': 3}, {'term': 'learning (artificial intelligence)', 'numRecords': 2}, {'term': 'mobile computing', 'numRecords': 2}, {'term': 'software engineering', 'numRecords': 2}, {'term': 'Android (operating system)', 'numRecords': 1}, {'term': 'algebra', 'numRecords': 1}, {'term': 'authoring languages', 'numRecords': 1}, {'term': 'computer aided instruction', 'numRecords': 1}, {'term': 'computer science education', 'numRecords': 1}, {'term': 'computer vision', 'numRecords': 1}, {'term': 'contracts', 'numRecords': 1}, {'term': 'data visualisation', 'numRecords': 1}, {'term': 'educational courses', 'numRecords': 1}, {'term': 'image classification', 'numRecords': 1}, {'term': 'image matching', 'numRecords': 1}, {'term': 'image recognition', 'numRecords': 1}, {'term': 'natural language processing', 'numRecords': 1}, {'term': 'neural nets', 'numRecords': 1}, {'term': 'optimisation', 'numRecords': 1}, {'term': 'pattern classification', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'software fault tolerance', 'numRecords': 1}, {'term': 'software quality', 'numRecords': 1}, {'term': 'synchronisation', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/32/7432057/7254228/chen-small.gif
44,37889229300,Julia Rubin,J.,Rubin,University of British Columbia,"[38334918100, 37591088800, 38625890400, 37321103000, 37320353600, 37086148750, 37303741900, 37086098937, 37312592800, 37871407400, 38252295800, 37683961600, 37087234293, 38482046000, 38015051100, 37086142143, 37284102900, 37087996304, 37860418800, 38338980800, 37085629474, 37312472100, 37887887600, 37283976600, 37320350900, 38347497800, 37086100375, 37085658568, 37311839400, 37086146621, 37085878669]",22,"[{'year': '2006', 'numRecords': 1}, {'year': '2010', 'numRecords': 1}, {'year': '2011', 'numRecords': 1}, {'year': '2012', 'numRecords': 1}, {'year': '2013', 'numRecords': 4}, {'year': '2015', 'numRecords': 2}, {'year': '2016', 'numRecords': 4}, {'year': '2017', 'numRecords': 3}, {'year': '2018', 'numRecords': 3}, {'year': '2019', 'numRecords': 2}]","['Julia Rubin received the BSc and MSc degrees in computer science from\n the Technion and the PhD degree in computer science from the University of Toronto. She is an assistant professor in\n the Department of Electrical and Computer Engineering, University of British Columbia. During the 2014-2016 academic\n years, she was a postdoctoral researcher in the Department of Electrical Engineering and Computer Science, MIT.\n Earlier, she spent more than 10 years in industry, working for a startup company and then for the IBM Research Lab in\n Israel, where she was a research staff member and, part of the time, a research group manager. Her research interests\n are in software engineering, program analysis, software security, and software sustainability, focusing on topics\n related to the construction of reliable software in an efficient manner. She serves as a member of the program\n committee for several major conferences in Software Engineering. She was co-chair of the program committees of\n SPLC’14, ECMFA’14, will serve as a co-chair of FASE’17, MODELS Doctoral Symposium in 2017, and ICSE\n Doctoral Symposium in 2018. She also served as a member-at-large of the TCSE Executive Committee from 2013 to 2016,\n and chaired the TCSE Distinguished Women in Science and Engineering Leadership Award Committee. She is a member of the\n IEEE.']","Java,configuration management,program slicing,public domain software,software engineering,learning (artificial intelligence),merging,mobile computing,online front-ends,program debugging,program testing,software performance evaluation,software product lines,user interfaces,software development management,software maintenance,software reusability,DP industry,data flow graphs,game theory,invasive software,optimisation,pattern classification,product development,program diagnostics,","[{'term': 'Java', 'numRecords': 1}, {'term': 'configuration management', 'numRecords': 2}, {'term': 'program slicing', 'numRecords': 2}, {'term': 'public domain software', 'numRecords': 1}, {'term': 'software engineering', 'numRecords': 2}, {'term': 'learning (artificial intelligence)', 'numRecords': 1}, {'term': 'merging', 'numRecords': 1}, {'term': 'mobile computing', 'numRecords': 1}, {'term': 'online front-ends', 'numRecords': 1}, {'term': 'program debugging', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}, {'term': 'software performance evaluation', 'numRecords': 1}, {'term': 'software product lines', 'numRecords': 1}, {'term': 'user interfaces', 'numRecords': 1}, {'term': 'software development management', 'numRecords': 2}, {'term': 'software maintenance', 'numRecords': 2}, {'term': 'software reusability', 'numRecords': 2}, {'term': 'DP industry', 'numRecords': 1}, {'term': 'data flow graphs', 'numRecords': 1}, {'term': 'game theory', 'numRecords': 1}, {'term': 'invasive software', 'numRecords': 1}, {'term': 'optimisation', 'numRecords': 1}, {'term': 'pattern classification', 'numRecords': 1}, {'term': 'product development', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/32/8289825/7843626/rubin-2664824-small.gif
45,37085796004,Josselin Feist,Josselin,Feist,Trail of Bits,"[38082579300, 37087232148, 37085431160, 37086359353, 37072473300, 37265320100, 37086876228, 37087233757, 37409548000, 37087230659, 37373636000, 37392176900, 37085798003]",3,"[{'year': '2016', 'numRecords': 1}, {'year': '2019', 'numRecords': 2}]",,"program diagnostics,application program interfaces,cryptocurrencies,cryptography,distributed databases,instruction sets,optimisation,program debugging,program testing,reverse engineering,security of data,","[{'term': 'program diagnostics', 'numRecords': 2}, {'term': 'application program interfaces', 'numRecords': 1}, {'term': 'cryptocurrencies', 'numRecords': 1}, {'term': 'cryptography', 'numRecords': 1}, {'term': 'distributed databases', 'numRecords': 1}, {'term': 'instruction sets', 'numRecords': 1}, {'term': 'optimisation', 'numRecords': 1}, {'term': 'program debugging', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}, {'term': 'reverse engineering', 'numRecords': 1}, {'term': 'security of data', 'numRecords': 1}]",
46,37087232891,Xiang Chen,Xiang,Chen,"R&D Institute, CASCO Signal Ltd.","[37087235622, 37087232732]",1,"[{'year': '2019', 'numRecords': 1}]",,"control engineering computing,formal specification,formal verification,railway safety,railways,safety-critical software,software engineering,","[{'term': 'control engineering computing', 'numRecords': 1}, {'term': 'formal specification', 'numRecords': 1}, {'term': 'formal verification', 'numRecords': 1}, {'term': 'railway safety', 'numRecords': 1}, {'term': 'railways', 'numRecords': 1}, {'term': 'safety-critical software', 'numRecords': 1}, {'term': 'software engineering', 'numRecords': 1}]",
47,37085790415,Nafiseh Kahani,Nafiseh,Kahani,Queen's University,"[37086452162, 37299779500, 37299778400, 37545863900, 37085503147, 37087052320]",3,"[{'year': '2016', 'numRecords': 1}, {'year': '2017', 'numRecords': 1}, {'year': '2019', 'numRecords': 1}]",,"Unified Modeling Language,authorisation,cloud computing,cryptography,finite state machines,formal specification,health care,message authentication,program diagnostics,real-time systems,self-adjusting systems,software engineering,","[{'term': 'Unified Modeling Language', 'numRecords': 2}, {'term': 'authorisation', 'numRecords': 1}, {'term': 'cloud computing', 'numRecords': 1}, {'term': 'cryptography', 'numRecords': 1}, {'term': 'finite state machines', 'numRecords': 1}, {'term': 'formal specification', 'numRecords': 1}, {'term': 'health care', 'numRecords': 1}, {'term': 'message authentication', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'real-time systems', 'numRecords': 1}, {'term': 'self-adjusting systems', 'numRecords': 1}, {'term': 'software engineering', 'numRecords': 1}]",
48,38547615200,Susumu Tokumoto,Susumu,Tokumoto,Fujitsu Laboratories Ltd.,"[38546994600, 38547153700, 38546704900, 37313880800, 37284972600, 38547939700, 37086197262, 38468574800, 38469045900, 38468997100, 38546688900, 38469075800, 37305489100, 37534034200, 37072414000, 37087231733, 37315795000, 37296233500, 38245712900, 38029592000, 37085470239]",7,"[{'year': '2012', 'numRecords': 3}, {'year': '2014', 'numRecords': 1}, {'year': '2016', 'numRecords': 1}, {'year': '2017', 'numRecords': 1}, {'year': '2019', 'numRecords': 1}]","['Susumu Tokumoto is a researcher at Fujitsu Laboratories Limited. His research interests include software testing, program analysis, and program debugging. Tokumoto received an MS in computer science from the University of Tokyo. Contact him at tokumoto.susumu@jp.fujitsu.com.']","program testing,C language,C++ language,program compilers,program diagnostics,software fault tolerance,software maintenance,software quality,virtual machines,embedded systems,program debugging,Java,business data processing,data analysis,data flow graphs,real-time systems,","[{'term': 'program testing', 'numRecords': 3}, {'term': 'C language', 'numRecords': 1}, {'term': 'C++ language', 'numRecords': 1}, {'term': 'program compilers', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'software fault tolerance', 'numRecords': 1}, {'term': 'software maintenance', 'numRecords': 2}, {'term': 'software quality', 'numRecords': 1}, {'term': 'virtual machines', 'numRecords': 1}, {'term': 'embedded systems', 'numRecords': 2}, {'term': 'program debugging', 'numRecords': 2}, {'term': 'Java', 'numRecords': 1}, {'term': 'business data processing', 'numRecords': 1}, {'term': 'data analysis', 'numRecords': 1}, {'term': 'data flow graphs', 'numRecords': 1}, {'term': 'real-time systems', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/52/8048619/8048666/8048666-photo-6-source-small.gif
49,37087232730,Li Yu,Li,Yu,Nanjing University,[],1,"[{'year': '2019', 'numRecords': 1}]",,"Python,graph theory,program diagnostics,software quality,user interfaces,","[{'term': 'Python', 'numRecords': 1}, {'term': 'graph theory', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'software quality', 'numRecords': 1}, {'term': 'user interfaces', 'numRecords': 1}]",
50,37087233282,Shan Tang,Shan,Tang,Shenzhen University,"[37086798862, 37552938700, 37087234551, 37087131850]",1,"[{'year': '2019', 'numRecords': 1}]",,"application program interfaces,data analysis,optimisation,","[{'term': 'application program interfaces', 'numRecords': 1}, {'term': 'data analysis', 'numRecords': 1}, {'term': 'optimisation', 'numRecords': 1}]",
51,38235570100,Qiben Yan,Qiben,Qiben Yan,Michigan State University,"[37085888465, 37086281360, 37839769000, 37086061877, 37085365050, 37085998470, 37085416404, 37597189500, 37085380894, 37072237500, 37086146141, 37287406500, 37278630200, 37086060759, 37280000900, 37086421801, 37854891500, 37085866069, 37399190500, 37086361445, 38007300800, 37086255851, 37404559600, 37085672594, 37086887217, 37086032455, 37086003482, 37559230500, 37086941600, 37087081857, 37275345500, 37072070800, 37417418500, 37688081700, 37086066652, 37087080130, 37085713327, 38276900500, 37086033099, 37086493430, 37086944827, 37086004844, 37542226300, 37086941358, 37086858004, 37085883584, 37086110308, 37086021482, 37293614100, 37087079908, 37277080100, 37579297100, 37085503282, 37085810260, 37536483400, 37406194800, 37085879589, 37086247858, 37086294071, 37086114561, 37086404566, 38468509900, 37281331000, 37086798324, 37086289718, 37086165774, 37710689000, 37086025699, 37086418665, 37087040534, 37086348773, 37086104264, 37398057500, 37086430256]",32,"[{'year': '2012', 'numRecords': 3}, {'year': '2013', 'numRecords': 3}, {'year': '2014', 'numRecords': 2}, {'year': '2016', 'numRecords': 3}, {'year': '2017', 'numRecords': 7}, {'year': '2018', 'numRecords': 7}, {'year': '2019', 'numRecords': 7}]","['Qiben Yan (S’11–M’15) received the B.S. and M.S. degrees in electronic engineering from Fudan University, Shanghai, China, and the Ph.D. degree from the Computer Science Department, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA.', 'He is an Assistant Professor with the Department of Computer Science and Engineering, University of Nebraska–Lincoln, Lincoln, NE, USA. His current research interests include wireless communication, wireless network security and privacy, mobile and IoT security.']","mobile computing,invasive software,data privacy,learning (artificial intelligence),security of data,Android (operating system),Internet of Things,computer network security,cryptography,pattern classification,telecommunication security,Internet,MIMO communication,cellular radio,cloud computing,cognitive radio,natural language processing,program diagnostics,smart phones,support vector machines,telecommunication traffic,4G mobile communication,Big Data,Java,Web sites,","[{'term': 'mobile computing', 'numRecords': 1}, {'term': 'invasive software', 'numRecords': 1}, {'term': 'data privacy', 'numRecords': 1}, {'term': 'learning (artificial intelligence)', 'numRecords': 1}, {'term': 'security of data', 'numRecords': 4}, {'term': 'Android (operating system)', 'numRecords': 1}, {'term': 'Internet of Things', 'numRecords': 3}, {'term': 'computer network security', 'numRecords': 1}, {'term': 'cryptography', 'numRecords': 2}, {'term': 'pattern classification', 'numRecords': 3}, {'term': 'telecommunication security', 'numRecords': 4}, {'term': 'Internet', 'numRecords': 2}, {'term': 'MIMO communication', 'numRecords': 2}, {'term': 'cellular radio', 'numRecords': 1}, {'term': 'cloud computing', 'numRecords': 1}, {'term': 'cognitive radio', 'numRecords': 4}, {'term': 'natural language processing', 'numRecords': 2}, {'term': 'program diagnostics', 'numRecords': 2}, {'term': 'smart phones', 'numRecords': 1}, {'term': 'support vector machines', 'numRecords': 2}, {'term': 'telecommunication traffic', 'numRecords': 3}, {'term': '4G mobile communication', 'numRecords': 1}, {'term': 'Big Data', 'numRecords': 1}, {'term': 'Java', 'numRecords': 1}, {'term': 'Web sites', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/6488907/8863548/8661524/yan-2903341-small.gif
52,37417418500,Xiapu Luo,X.,Xiapu Luo,"Department of Computing, Hong Kong Polytechnic University, Hong Kong","[37085888465, 38110858000, 37085402657, 37839769000, 37277630700, 37555526900, 37086457356, 37273837300, 37085730776, 37085516193, 38467316400, 37072523300, 37086141845, 37087077967, 37085688647, 37085666409, 37959039800, 37278628300, 37275635600, 37086478329, 37086949241, 37087007633, 37087081641, 37088226378, 37086000609, 37532166100, 37072342200, 37085585414, 37278522800, 37361133500, 37086171966, 37086477648, 38474190600, 37423328000, 37086183770, 37086446900, 37962708600, 37086477972, 37086083740, 37857474300, 37086425910, 37085825485, 37086081596, 37537757400, 37085407057, 37086335608, 37086152765, 37946255600, 37085830785, 37086942959, 37659865800, 37085539160, 37299591300, 37534239600, 37713805500, 37085412480, 37085531112, 37595369400, 38276900500, 37086746271, 37311469100, 37085830586, 37086493430, 37085657831, 37086004844, 37086150377, 37088226369, 37086336410, 37086479308, 37085775723, 37088226516, 37086993623, 37559413800, 37896552600, 37088226409, 37594157200, 37085810260, 37085422436, 37896698300, 38235570100, 37087079242, 37085775655, 37086798324, 37422895400, 37086025198, 37085480871, 37086361676, 37087052503, 37086279649, 37709697200, 37086348773, 37086430256, 37087080682]",49,"[{'year': '2005', 'numRecords': 2}, {'year': '2006', 'numRecords': 1}, {'year': '2008', 'numRecords': 1}, {'year': '2009', 'numRecords': 4}, {'year': '2010', 'numRecords': 2}, {'year': '2011', 'numRecords': 3}, {'year': '2012', 'numRecords': 1}, {'year': '2013', 'numRecords': 4}, {'year': '2014', 'numRecords': 6}, {'year': '2015', 'numRecords': 2}, {'year': '2016', 'numRecords': 3}, {'year': '2017', 'numRecords': 4}, {'year': '2018', 'numRecords': 6}, {'year': '2019', 'numRecords': 9}, {'year': '2020', 'numRecords': 2}]","['Xiapu Luo received the Ph.D. degree in computer science from the Hong Kong Polytechnic University, Hong Kong, in 2007.', 'He is an Assistant Professor with the Department of Computing, The Hong Kong Polytechnic University. He was a Postdoctoral Research Fellow with the Georgia Institute of Technology. His current interests include smartphone security and privacy, blockchain, network security and privacy, and Internet measurement.']","Android (operating system),invasive software,mobile computing,Internet,security of data,learning (artificial intelligence),program diagnostics,smart phones,Java,computer network security,data privacy,graph theory,pattern classification,query processing,telecommunication traffic,application program interfaces,contracts,cryptography,data acquisition,data analysis,data structures,distributed databases,embedded systems,pattern clustering,probability,","[{'term': 'Android (operating system)', 'numRecords': 7}, {'term': 'invasive software', 'numRecords': 3}, {'term': 'mobile computing', 'numRecords': 3}, {'term': 'Internet', 'numRecords': 14}, {'term': 'security of data', 'numRecords': 5}, {'term': 'learning (artificial intelligence)', 'numRecords': 3}, {'term': 'program diagnostics', 'numRecords': 3}, {'term': 'smart phones', 'numRecords': 4}, {'term': 'Java', 'numRecords': 2}, {'term': 'computer network security', 'numRecords': 7}, {'term': 'data privacy', 'numRecords': 4}, {'term': 'graph theory', 'numRecords': 1}, {'term': 'pattern classification', 'numRecords': 2}, {'term': 'query processing', 'numRecords': 1}, {'term': 'telecommunication traffic', 'numRecords': 3}, {'term': 'application program interfaces', 'numRecords': 1}, {'term': 'contracts', 'numRecords': 1}, {'term': 'cryptography', 'numRecords': 1}, {'term': 'data acquisition', 'numRecords': 1}, {'term': 'data analysis', 'numRecords': 1}, {'term': 'data structures', 'numRecords': 1}, {'term': 'distributed databases', 'numRecords': 1}, {'term': 'embedded systems', 'numRecords': 1}, {'term': 'pattern clustering', 'numRecords': 1}, {'term': 'probability', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/9424/8964502/8770091/luo-2929431-small.gif
53,37085649857,Qingkai Shi,Qingkai,Shi,Nanjing University,"[37085464508, 38252456000, 38061440600, 37085536205, 37087235569, 37276983200, 37087232587, 37087231207]",3,"[{'year': '2016', 'numRecords': 2}, {'year': '2019', 'numRecords': 1}]","['Qingkai Shi received the BEng degree from Nanjing University in June,\n 2012. He is a postgraduate student inthe Software Institute, Nanjing University, under the supervision of Prof. Zhenyu\n Chen and Prof. Baowen Xu. His research interest is program analysis and testing. He visited the Hong Kong University\n of Science and Technology as a visiting postgraduate student under the supervision of Prof. Charles Zhang from 2013 to\n 2014.']","data visualisation,distance measurement,entropy,fault diagnosis,learning (artificial intelligence),neural nets,program debugging,software engineering,software quality,synchronisation,","[{'term': 'data visualisation', 'numRecords': 1}, {'term': 'distance measurement', 'numRecords': 1}, {'term': 'entropy', 'numRecords': 1}, {'term': 'fault diagnosis', 'numRecords': 1}, {'term': 'learning (artificial intelligence)', 'numRecords': 1}, {'term': 'neural nets', 'numRecords': 1}, {'term': 'program debugging', 'numRecords': 1}, {'term': 'software engineering', 'numRecords': 1}, {'term': 'software quality', 'numRecords': 1}, {'term': 'synchronisation', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/32/7432057/7254228/shi-small.gif
54,37087235110,Yang Feng,Yang,Feng,Nanjing University,"[37085464508, 38252456000, 37087233372, 37087232747]",1,"[{'year': '2019', 'numRecords': 1}]",,"Android (operating system),authoring languages,computer vision,image recognition,mobile computing,","[{'term': 'Android (operating system)', 'numRecords': 1}, {'term': 'authoring languages', 'numRecords': 1}, {'term': 'computer vision', 'numRecords': 1}, {'term': 'image recognition', 'numRecords': 1}, {'term': 'mobile computing', 'numRecords': 1}]",
55,37545101500,Stephan Falke,Stephan,Falke,"TOPTICA Photonics AG, Lochhamer Schlag 19, 82166 Gräfelfing, Germany","[38277816800, 37301282900, 38666417100, 37299210600, 37294526400, 37283672600, 37283662900, 37321343700, 37271319600, 37086675201, 38666379900, 37086662454, 38666493000, 37563747800, 38666525100, 37085761163, 37281971000, 37397080900, 37545598000, 37278778700, 37283880400, 37954788100, 37284095500, 37540663300, 37086661475, 37449084900, 37949008400, 37704798700, 37707896800, 37283789700, 37719744100, 37271315700, 37283835300, 37299120700, 37061769200, 37283873600, 37396516400, 37285704200, 37299230600, 37594628900, 37540674700, 38666394300, 37086235573, 37285142400, 37086235752, 37533022500, 37299097700, 37396545800, 37396473400, 37576538500, 37086233885, 37283646500, 37283690700, 37283842700, 37568351900, 37281988700, 37448986100, 38354175700, 37281904000, 37283871400, 37062726600, 37317187000, 37991218300, 37300647000, 37703796000, 37350128400, 37086658165, 37317182800, 37998897600, 37540674000, 37086663372, 37086657995, 37299119000, 37448812000]",12,"[{'year': '2006', 'numRecords': 1}, {'year': '2010', 'numRecords': 2}, {'year': '2011', 'numRecords': 1}, {'year': '2012', 'numRecords': 2}, {'year': '2013', 'numRecords': 5}, {'year': '2017', 'numRecords': 1}]","['Stephan Falke was born in Bielefeld, Germany, in 1977. He received the Dipl.-Phys. and Dipl.-Math. degrees, and the Dr. rer. nat. degree in physics from the University of Hannover, Hannover, Germany, in 2002, 2005, and 2007, respectively. His Ph.D. thesis was on spectroscopy on beams of atoms and dimers for the investigation of long-range interaction.', 'From 2007 to 2009, he was a Visiting Scientist with Yale University, New Haven, CT, where he worked on the formation of ultracold RbCs molecules by photoassociation and their transfer from weakly bound states to the rovibrational ground state. Since 2009, he has been with the Physikalisch-Technische Bundesanstalt, Braunschweig, Germany, where he is working on a frequency standard with neutral strontium atoms.', 'Dr. Falke is a member of the Deutsche Physikalische Gesellschaft.']","atomic clocks,optical lattices,clocks,strontium,C++ language,blackbody radiation,capacitors,fibre lasers,formal verification,gravitational red shift,integrated optics,laser cavity resonators,laser frequency stability,laser noise,laser tuning,oscillators,program compilers,program debugging,reviews,semiconductor lasers,spectral line breadth,ytterbium,laser cooling,Stark effect,atom-photon collisions,","[{'term': 'atomic clocks', 'numRecords': 2}, {'term': 'optical lattices', 'numRecords': 2}, {'term': 'clocks', 'numRecords': 2}, {'term': 'strontium', 'numRecords': 2}, {'term': 'C++ language', 'numRecords': 1}, {'term': 'blackbody radiation', 'numRecords': 1}, {'term': 'capacitors', 'numRecords': 1}, {'term': 'fibre lasers', 'numRecords': 1}, {'term': 'formal verification', 'numRecords': 1}, {'term': 'gravitational red shift', 'numRecords': 1}, {'term': 'integrated optics', 'numRecords': 1}, {'term': 'laser cavity resonators', 'numRecords': 1}, {'term': 'laser frequency stability', 'numRecords': 1}, {'term': 'laser noise', 'numRecords': 1}, {'term': 'laser tuning', 'numRecords': 1}, {'term': 'oscillators', 'numRecords': 1}, {'term': 'program compilers', 'numRecords': 1}, {'term': 'program debugging', 'numRecords': 1}, {'term': 'reviews', 'numRecords': 1}, {'term': 'semiconductor lasers', 'numRecords': 1}, {'term': 'spectral line breadth', 'numRecords': 1}, {'term': 'ytterbium', 'numRecords': 1}, {'term': 'laser cooling', 'numRecords': 2}, {'term': 'Stark effect', 'numRecords': 1}, {'term': 'atom-photon collisions', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/19/6514981/6468089/6468089-photo-4-source-small.gif
56,38547415900,Kenneth Johnson,Kenneth,Johnson,"Dept. of Comput. Sci., Univ. of York, York, UK","[37085549340, 37312613800, 37074296400, 37267597700, 37267216100, 37086774586]",3,"[{'year': '2012', 'numRecords': 1}, {'year': '2013', 'numRecords': 2}]",,"cloud computing,algebraic specification,costing,formal specification,formal verification,object-oriented programming,probability,service-oriented architecture,software cost estimation,software reliability,stochastic processes,time measurement,","[{'term': 'cloud computing', 'numRecords': 2}, {'term': 'algebraic specification', 'numRecords': 1}, {'term': 'costing', 'numRecords': 1}, {'term': 'formal specification', 'numRecords': 1}, {'term': 'formal verification', 'numRecords': 1}, {'term': 'object-oriented programming', 'numRecords': 1}, {'term': 'probability', 'numRecords': 1}, {'term': 'service-oriented architecture', 'numRecords': 1}, {'term': 'software cost estimation', 'numRecords': 1}, {'term': 'software reliability', 'numRecords': 1}, {'term': 'stochastic processes', 'numRecords': 1}, {'term': 'time measurement', 'numRecords': 1}]",
